Run Date Resolution
7305 2019-07-17 3.997405925453944
7307 2019-07-18 4.05379394611115
7308 2019-07-18 4.0740399450644
7309 2019-07-19 1.292763667911487
7318 2019-07-22 4.4055524091024
7374 2019-07-27 4.99613267384528
7376 2019-07-29 4.540434181271506
7377 2019-07-30 4.19397617178401
7412 2019-07-31 4.61236949610778
7414 2019-08-01 4.30879487332759
7428 2019-08-07 3.84873252580441
7430 2019-08-09 3.8387459771442
7431 2019-08-10 3.79659174049395
7432 2019-08-11 3.886155756516297
7433 2019-08-12 3.88181047704188
7435 2019-08-14 3.853280156368978
7436 2019-08-15 3.81860220340681
7437 2019-08-16 3.857708662912848
7438 2019-08-17 3.88274561018523
7439 2019-08-18 3.970186017339168
7441 2019-08-20 3.89929525525471
7443 2019-08-21 3.876830996315693
7471 2019-08-24 3.83497479430909
7472 2019-08-25 3.836176221731841
7473 2019-08-26 3.82549771047346
7492 2019-08-30 3.992849266834624
7505 2019-09-04 3.830728054081062
7506 2019-09-05 3.839215228170975
7507 2019-09-06 3.8746444504829
7508 2019-09-07 11.94605943595381
7509 2019-09-08 3.837225682988125
7510 2019-09-09 3.80024930123242
7511 2019-09-10 3.795597710806881
7516 2019-09-13 3.88373457208361
7517 2019-09-14 3.816134058953843
7518 2019-09-15 3.825735274158457
7520 2019-09-17 3.8015671146397
7540 2019-09-18 3.770709660383207
7541 2019-09-19 3.7688938992281
7542 2019-09-20 3.750320812366737
7543 2019-09-21 3.81083795719019
7544 2019-09-22 3.76714257922129
7545 2019-09-23 3.783104220812518
7546 2019-09-24 3.822337748473551
7547 2019-09-25 3.812833800714728
7548 2019-09-26 3.79495979471233
7549 2019-09-27 3.92422241292085
7550 2019-09-28 3.81611156085179
7551 2019-09-29 3.77579940274423
7555 2019-10-03 3.866205383714794
7556 2019-10-04 3.796538391998934
7557 2019-10-05 3.747567789323596
7563 2019-10-06 3.80643700488934
7564 2019-10-07 3.812540314023838
7565 2019-10-08 3.796295714016552
7566 2019-10-09 3.78066817838619
7567 2019-10-10 3.781781613332973
7568 2019-10-11 3.753983009877267
7569 2019-10-12 3.8057981237188
7570 2019-10-13 3.732333930416
